me;mae;mse;rmse;rsquared
-0,1770347017371634;20,96506954062429;917,8185165019719;30,295519743057255;0,46431731207116655


me;mae;mse;rmse;rsquared
-0,05902249787880135;6,2488799162377004;79,13814928213087;8,895962527019257;0,013303093284933953
-0,0547485023033553;6,005136909912415;71,12580567327934;8,433611662465811;0,019700984362132745
-0,0009419274202717465;6,672872550048093;128,6486865999101;11,342340437489526;0,004540155195122408
-0,18589697107587577;11,727331646560296;231,8467092952122;15,22651336633611;0,14489573761156782
0,4818243842887144;16,56760430356721;431,8754580370117;20,781613460869963;0,05981973312295685
-0,35273239626249653;24,765605682153527;850,8395339816797;29,169153809832736;0,013395503570715839
-0,6786963355144718;41,89621216684298;2387,19505282034;48,858930123574545;-0,009330707426659535
2,1232358036692713;25,65021906782635;1348,9756488766873;36,72840384330208;0,5200017817564073
0,12657297594490602;46,280095885405814;2900,7853295469636;53,85893917955462;-0,03770182426122792
-0,6663230650808166;16,635961206287572;501,1593988922524;22,386589711080436;0,7869601220833302
-1,5634521580223315;29,381389860389465;1452,1485159391063;38,10706648299114;0,22904600294446842
0,06685496317484295;41,600184824692874;2322,169125778545;48,18889006584967;-0,0902524793618027
-0,19773275147296013;42,28669416300495;2458,4900270863586;49,58316273783227;-0,06609158812921345
-0,5534905820830615;42,29106047106491;2471,9188606336384;49,718395595932485;-0,05515917653113522
-0,38732002964364665;36,53056464985751;1921,2075781078822;43,831581971312445;-0,0276878388045656
-1,3637645745631863;21,90425471077629;798,327883329847;28,254696659667875;0,2160549931431176
-0,17317666572222326;19,596754485804205;564,2902296578977;23,75479382478193;0,021968960109854718
-0,3083356210512467;15,84510479507149;342,0880061597032;18,495621269903403;-0,025350373580778962
-0,3167389354866665;13,624067481258626;259,7920600650591;16,11806626320475;-0,07715923180299411
-0,2532680681182754;10,719099844505353;167,25435814407382;12,932685650864395;-0,08113352066405022
0,1640495706277639;8,149777097582668;105,10870542955828;10,252253675634362;0,010962031781733272
-0,15367745401508737;6,524179307831725;94,79674301244138;9,736361898185656;-0,06018101417163746
0,06303532137012523;6,30592522073163;72,69063443331758;8,525880273222091;-0,007322557858659318
-0,005087325052787561;5,95269272756875;65,77189526435073;8,10998737757037;0,033289713959379075
